date,open,high,low,close,volume
2018-01-02,51.9082,52.3085,51.5567,52.2695,16045345
2018-01-03,52.0449,52.0839,50.9513,51.1954,16662400
2018-01-04,51.1368,51.6445,50.6095,51.3614,12062821
2018-01-05,51.5567,51.6348,51.1173,51.2442,13348863
2018-01-08,51.3223,51.5078,50.8146,51.1563,16212689
2018-01-09,51.4724,51.7834,50.9094,50.9687,14677833
2018-01-10,50.7514,51.0872,50.5144,51.0477,12593385
2018-01-11,51.2452,51.5267,50.9983,51.4625,15568207
2018-01-12,51.2946,51.5909,51.1367,51.2156,17673664
2018-01-16,51.0378,51.3736,50.7811,51.0181,14739183
2018-01-17,51.1662,51.2551,50.5737,51.0773,11591459
2018-01-18,51.2551,52.6377,50.7465,50.9094,29442552
2018-01-19,51.0971,51.2748,50.5193,51.265,23761297
2018-01-22,51.4032,52.8253,51.3637,52.7957,27691346
2018-01-23,53.9215,53.9215,52.1538,52.5686,33000480
2018-01-24,53.1512,53.7635,52.8352,53.5463,21080439
2018-01-25,53.6055,54.0894,53.3389,53.6154,18638689
2018-01-26,53.8129,54.0697,53.6648,54.04,13077557
2018-01-29,52.9142,53.9018,52.7365,53.4574,17052645
2018-01-30,53.6253,53.8228,53.1216,53.2302,15401453
2018-01-31,53.3191,53.7437,52.8648,53.3981,17826960
2018-02-01,53.8129,54.0697,53.3389,53.6253,18646097
2018-02-02,53.5956,53.5956,52.2427,52.3217,15574016
2018-02-05,51.8674,52.5291,49.8725,49.8725,22239589
2018-02-06,48.8257,50.3663,48.4603,50.1984,34543947
2018-02-07,50.0009,51.2847,49.8725,50.3762,16066607
2018-02-08,50.2576,50.4453,48.3911,48.4306,23308910
2018-02-09,48.9837,49.675,47.769,49.2602,27707860
2018-02-12,49.596,50.0305,48.9639,49.4873,16903021
2018-02-13,49.2898,49.6355,48.559,49.4577,11871683
2018-02-14,49.1417,49.4775,48.7071,48.8948,17559235
2018-02-15,48.9343,49.1614,48.3417,49.1219,18902737
2018-02-16,49.0726,49.828,49.0726,49.5268,12263969
2018-02-20,49.2207,49.2701,48.1541,48.3121,21330390
2018-02-21,48.1936,48.2529,47.3443,47.364,20889871
2018-02-22,47.6504,48.0949,47.1863,47.2752,21198268
2018-02-23,47.4924,47.6998,46.9443,47.6899,26371397
2018-02-26,48.1146,48.5393,47.848,48.48,20853929
2018-02-27,48.4109,48.559,47.4431,47.4431,23234746
2018-02-28,48.1541,48.3516,47.127,47.1468,22159143
2018-03-01,47.0974,47.9961,46.9196,47.364,28950158
2018-03-02,47.2357,47.7245,47.1665,47.6603,17449857
2018-03-05,47.5517,48.3319,47.4233,48.1047,15348432
2018-03-06,48.1442,48.2825,47.6998,48.2825,13526912
2018-03-07,47.9368,48.5985,47.8578,48.2331,16738156
2018-03-08,48.2825,48.4208,47.7196,48.401,17038529
2018-03-09,48.5886,48.6183,47.7492,48.401,14927138
2018-03-12,48.4208,48.6479,48.0652,48.1936,12526287
2018-03-13,48.3911,48.6479,47.8973,48.0455,12840162
2018-03-14,48.322,48.4899,47.7541,47.848,11930400
2018-03-15,47.927,48.159,47.5418,47.6899,9537380
2018-03-16,47.8085,48.1689,47.6159,47.9566,26838058
2018-03-19,47.927,48.006,47.5221,47.7097,12980838
2018-03-20,47.7986,47.9862,46.9888,47.0974,10765457
2018-03-21,47.0974,47.364,46.6826,46.6925,11062488
2018-03-22,46.5147,46.9294,46.1888,46.2975,14270811
2018-03-23,46.4752,46.8653,45.6259,45.7148,15955106
2018-03-26,46.1987,46.5839,46.0061,46.4851,15435526
2018-03-27,46.5147,47.3072,46.258,46.7221,14544674
2018-03-28,47.2949,47.9566,47.2357,47.4036,17727973
2018-03-29,47.6011,48.1245,46.9789,47.2258,17305531
2018-04-02,47.0283,47.3442,46.1395,46.574,16511150
2018-04-03,46.6332,46.9394,46.1296,46.9098,14841286
2018-04-04,46.574,47.3937,46.3172,47.3344,12376358
2018-04-05,47.3838,47.7443,47.0838,47.6406,13201329
2018-04-06,47.5023,47.6801,46.6826,46.89,16071594
2018-04-09,47.03,47.5,46.8032,46.92,13475316
2018-04-10,47.2,48.97,46.985,48.27,24445280
2018-04-11,47.93,47.99,47.48,47.58,11695589
2018-04-12,47.87,48.14,47.44,47.74,8837914
2018-04-13,47.91,47.98,47.51,47.66,7301958
2018-04-16,47.95,48.46,47.86,48.39,8885499
2018-04-17,48.59,49.035,48.31,48.85,11575542
2018-04-18,49.0,49.06,48.57,48.62,8347722
2018-04-19,48.6,48.96,48.38,48.43,11174180
2018-04-20,48.31,48.62,47.21,47.9,18224650
2018-04-23,48.2,48.72,47.97,48.66,14211613
2018-04-24,49.92,50.39,49.14,49.67,20920383
2018-04-25,50.06,50.16,49.24,50.1,19892453
2018-04-26,49.6,50.04,49.44,49.76,14121924
2018-04-27,50.25,51.69,50.16,51.57,25986194
2018-04-30,51.4,51.65,49.34,49.35,28938874
2018-05-01,49.49,49.65,48.24,48.82,16101415
2018-05-02,48.79,48.86,47.485,47.75,18515922
2018-05-03,47.72,47.855,47.36,47.84,16114050
2018-05-04,47.5,48.32,47.49,48.19,10669251
2018-05-07,48.18,48.32,47.565,47.73,12892149
